Line,EventId,EventTemplate,Content,ParameterList
133,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,Receiving block blk_7061131805920430446 src: /10.250.7.32:53397 dest: /10.250.7.32:50010,"['7061131805920430446', '10.250.7.32:53397', '10.250.7.32:50010']"
134,E11,Received block blk_<*> of size <*> from /<*>,Received block blk_-684595390732854503 of size 67108864 from /10.250.6.191,"['-684595390732854503', '67108864', '10.250.6.191']"
135,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.7.244:50010 is added to blk_-6956067134432991406 size 67108864,"['10.250.7.244:50010', '-6956067134432991406', '67108864']"
136,E10,PacketResponder <*> for block blk_<*> terminating,PacketResponder 0 for block blk_549647953114643908 terminating,"['0', '549647953114643908']"
137,E7,BLOCK* NameSystem.allocateBlock: /<*>/part-<*>. blk_<*>,BLOCK* NameSystem.allocateBlock: /user/root/sortrand/_temporary/_task_200811092030_0002_r_000230_0/part-00230. blk_559204981722276126,"['user/root/sortrand/_temporary/_task_200811092030_0002_r_000230_0', '00230', '559204981722276126']"
138,E10,PacketResponder <*> for block blk_<*> terminating,PacketResponder 1 for block blk_-165500353496111884 terminating,"['1', '-165500353496111884']"
139,E7,BLOCK* NameSystem.allocateBlock: /<*>/part-<*>. blk_<*>,BLOCK* NameSystem.allocateBlock: /user/root/sortrand/_temporary/_task_200811092030_0002_r_000169_0/part-00169. blk_-7105305952901940477,"['user/root/sortrand/_temporary/_task_200811092030_0002_r_000169_0', '00169', '-7105305952901940477']"
140,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,Receiving block blk_-9103764593642564543 src: /10.251.43.115:46385 dest: /10.251.43.115:50010,"['-9103764593642564543', '10.251.43.115:46385', '10.251.43.115:50010']"
141,E10,PacketResponder <*> for block blk_<*> terminating,PacketResponder 0 for block blk_3160319368100972992 terminating,"['0', '3160319368100972992']"
142,E11,Received block blk_<*> of size <*> from /<*>,Received block blk_-562725280853087685 of size 67108864 from /10.251.91.84,"['-562725280853087685', '67108864', '10.251.91.84']"
143,E10,PacketResponder <*> for block blk_<*> terminating,PacketResponder 1 for block blk_4568377692254637284 terminating,"['1', '4568377692254637284']"
144,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,Receiving block blk_-5217146995455608468 src: /10.251.214.67:38871 dest: /10.251.214.67:50010,"['-5217146995455608468', '10.251.214.67:38871', '10.251.214.67:50010']"
145,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.199.225:50010 is added to blk_7481361125021302112 size 67108864,"['10.251.199.225:50010', '7481361125021302112', '67108864']"
146,E11,Received block blk_<*> of size <*> from /<*>,Received block blk_-71429470616906355 of size 67108864 from /10.250.19.16,"['-71429470616906355', '67108864', '10.250.19.16']"
147,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,Receiving block blk_-522892190802801712 src: /10.251.74.134:39584 dest: /10.251.74.134:50010,"['-522892190802801712', '10.251.74.134:39584', '10.251.74.134:50010']"
148,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.107.19:50010 is added to blk_-3249711809227781266 size 67108864,"['10.251.107.19:50010', '-3249711809227781266', '67108864']"
149,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,Receiving block blk_-6329494504520216748 src: /10.251.25.237:39332 dest: /10.251.25.237:50010,"['-6329494504520216748', '10.251.25.237:39332', '10.251.25.237:50010']"
150,E7,BLOCK* NameSystem.allocateBlock: /<*>/part-<*>. blk_<*>,BLOCK* NameSystem.allocateBlock: /user/root/sortrand/_temporary/_task_200811092030_0002_r_000318_0/part-00318. blk_-207775976836691685,"['user/root/sortrand/_temporary/_task_200811092030_0002_r_000318_0', '00318', '-207775976836691685']"
151,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.6.4:50010 is added to blk_5114010683183383297 size 67108864,"['10.250.6.4:50010', '5114010683183383297', '67108864']"
152,E10,PacketResponder <*> for block blk_<*> terminating,PacketResponder 1 for block blk_-7656610147924319419 terminating,"['1', '-7656610147924319419']"
153,E7,BLOCK* NameSystem.allocateBlock: /<*>/part-<*>. blk_<*>,BLOCK* NameSystem.allocateBlock: /user/root/sortrand/_temporary/_task_200811092030_0002_r_000318_0/part-00318. blk_2096692261399680562,"['user/root/sortrand/_temporary/_task_200811092030_0002_r_000318_0', '00318', '2096692261399680562']"
154,E10,PacketResponder <*> for block blk_<*> terminating,PacketResponder 0 for block blk_-6500549130351529113 terminating,"['0', '-6500549130351529113']"
155,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,Receiving block blk_-8255732027871411321 src: /10.251.39.179:33950 dest: /10.251.39.179:50010,"['-8255732027871411321', '10.251.39.179:33950', '10.251.39.179:50010']"
156,E10,PacketResponder <*> for block blk_<*> terminating,PacketResponder 2 for block blk_-2896670847306153652 terminating,"['2', '-2896670847306153652']"
157,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,Receiving block blk_-8856628810470361280 src: /10.250.5.237:41923 dest: /10.250.5.237:50010,"['-8856628810470361280', '10.250.5.237:41923', '10.250.5.237:50010']"
158,E11,Received block blk_<*> of size <*> from /<*>,Received block blk_3463540868626173125 of size 67108864 from /10.251.30.134,"['3463540868626173125', '67108864', '10.251.30.134']"
159,E11,Received block blk_<*> of size <*> from /<*>,Received block blk_-5309211894896608429 of size 67108864 from /10.251.202.181,"['-5309211894896608429', '67108864', '10.251.202.181']"
160,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.15.240:50010 is added to blk_-1055254430948037872 size 67108864,"['10.250.15.240:50010', '-1055254430948037872', '67108864']"
161,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,Receiving block blk_3962600675982666210 src: /10.251.123.195:37374 dest: /10.251.123.195:50010,"['3962600675982666210', '10.251.123.195:37374', '10.251.123.195:50010']"
162,E10,PacketResponder <*> for block blk_<*> terminating,PacketResponder 0 for block blk_-730776401372551814 terminating,"['0', '-730776401372551814']"
163,E10,PacketResponder <*> for block blk_<*> terminating,PacketResponder 2 for block blk_-7553009628768897700 terminating,"['2', '-7553009628768897700']"
164,E11,Received block blk_<*> of size <*> from /<*>,Received block blk_3068335169639013019 of size 67108864 from /10.251.71.68,"['3068335169639013019', '67108864', '10.251.71.68']"
165,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.90.239:50010 is added to blk_-9069971851590882719 size 67108864,"['10.251.90.239:50010', '-9069971851590882719', '67108864']"
166,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.67.4:50010 is added to blk_-8924134715029713489 size 67108864,"['10.251.67.4:50010', '-8924134715029713489', '67108864']"
167,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.7.146:50010 is added to blk_278357163850888 size 67108864,"['10.250.7.146:50010', '278357163850888', '67108864']"
168,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,Receiving block blk_-5135777574223073423 src: /10.251.65.237:48648 dest: /10.251.65.237:50010,"['-5135777574223073423', '10.251.65.237:48648', '10.251.65.237:50010']"
169,E10,PacketResponder <*> for block blk_<*> terminating,PacketResponder 2 for block blk_-1148756466197125339 terminating,"['2', '-1148756466197125339']"
170,E10,PacketResponder <*> for block blk_<*> terminating,PacketResponder 1 for block blk_9074030793567748915 terminating,"['1', '9074030793567748915']"
171,E11,Received block blk_<*> of size <*> from /<*>,Received block blk_-4067446915270471579 of size 25933924 from /10.251.110.8,"['-4067446915270471579', '25933924', '10.251.110.8']"
172,E10,PacketResponder <*> for block blk_<*> terminating,PacketResponder 0 for block blk_3259872359515191972 terminating,"['0', '3259872359515191972']"
173,E10,PacketResponder <*> for block blk_<*> terminating,PacketResponder 1 for block blk_5963816136267066159 terminating,"['1', '5963816136267066159']"
174,E7,BLOCK* NameSystem.allocateBlock: /<*>/part-<*>. blk_<*>,BLOCK* NameSystem.allocateBlock: /user/root/sortrand/_temporary/_task_200811092030_0002_r_000138_0/part-00138. blk_-210021574616486609,"['user/root/sortrand/_temporary/_task_200811092030_0002_r_000138_0', '00138', '-210021574616486609']"
175,E14,Verification succeeded for blk_<*>,Verification succeeded for blk_-1547954353065580372,['-1547954353065580372']
176,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,Receiving block blk_-8524274644018377752 src: /10.251.42.16:33011 dest: /10.251.42.16:50010,"['-8524274644018377752', '10.251.42.16:33011', '10.251.42.16:50010']"
177,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,Receiving block blk_-2015110815660478655 src: /10.251.35.1:53344 dest: /10.251.35.1:50010,"['-2015110815660478655', '10.251.35.1:53344', '10.251.35.1:50010']"
178,E11,Received block blk_<*> of size <*> from /<*>,Received block blk_7484759945731484842 of size 67108864 from /10.251.203.149,"['7484759945731484842', '67108864', '10.251.203.149']"
179,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.39.242:50010 is added to blk_-4110733372292809607 size 67108864,"['10.251.39.242:50010', '-4110733372292809607', '67108864']"
180,E11,Received block blk_<*> of size <*> from /<*>,Received block blk_-7152190882826520998 of size 67108864 from /10.250.14.143,"['-7152190882826520998', '67108864', '10.250.14.143']"
181,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,Receiving block blk_-6543889749770222531 src: /10.251.107.98:56224 dest: /10.251.107.98:50010,"['-6543889749770222531', '10.251.107.98:56224', '10.251.107.98:50010']"
182,E11,Received block blk_<*> of size <*> from /<*>,Received block blk_8772892713521115147 of size 67108864 from /10.251.194.245,"['8772892713521115147', '67108864', '10.251.194.245']"
183,E11,Received block blk_<*> of size <*> from /<*>,Received block blk_-6979800421545566530 of size 67108864 from /10.250.10.176,"['-6979800421545566530', '67108864', '10.250.10.176']"
184,E7,BLOCK* NameSystem.allocateBlock: /<*>/part-<*>. blk_<*>,BLOCK* NameSystem.allocateBlock: /user/root/randtxt/_temporary/_task_200811092030_0003_m_000382_0/part-00382. blk_8935202950442998446,"['user/root/randtxt/_temporary/_task_200811092030_0003_m_000382_0', '00382', '8935202950442998446']"
185,E10,PacketResponder <*> for block blk_<*> terminating,PacketResponder 1 for block blk_-4799092443170733505 terminating,"['1', '-4799092443170733505']"
186,E7,BLOCK* NameSystem.allocateBlock: /<*>/part-<*>. blk_<*>,BLOCK* NameSystem.allocateBlock: /user/root/randtxt/_temporary/_task_200811092030_0003_m_000392_0/part-00392. blk_-3010126661650043258,"['user/root/randtxt/_temporary/_task_200811092030_0003_m_000392_0', '00392', '-3010126661650043258']"
187,E10,PacketResponder <*> for block blk_<*> terminating,PacketResponder 2 for block blk_-5215520749152394224 terminating,"['2', '-5215520749152394224']"
188,E10,PacketResponder <*> for block blk_<*> terminating,PacketResponder 0 for block blk_397848436489409658 terminating,"['0', '397848436489409658']"
189,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.199.86:50010 is added to blk_-9181958042427679309 size 67108864,"['10.251.199.86:50010', '-9181958042427679309', '67108864']"
190,E11,Received block blk_<*> of size <*> from /<*>,Received block blk_-5124326558394984439 of size 67108864 from /10.251.122.79,"['-5124326558394984439', '67108864', '10.251.122.79']"
191,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.106.37:50010 is added to blk_-4741127506068309449 size 67108864,"['10.251.106.37:50010', '-4741127506068309449', '67108864']"
192,E10,PacketResponder <*> for block blk_<*> terminating,PacketResponder 1 for block blk_-4937215748597091532 terminating,"['1', '-4937215748597091532']"
193,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.25.237:50010 is added to blk_541463031152673662 size 67108864,"['10.251.25.237:50010', '541463031152673662', '67108864']"
194,E11,Received block blk_<*> of size <*> from /<*>,Received block blk_-7514806214244798312 of size 67108864 from /10.250.15.101,"['-7514806214244798312', '67108864', '10.250.15.101']"
195,E11,Received block blk_<*> of size <*> from /<*>,Received block blk_-7007208336332784130 of size 67108864 from /10.251.27.63,"['-7007208336332784130', '67108864', '10.251.27.63']"
196,E14,Verification succeeded for blk_<*>,Verification succeeded for blk_6996194389878584395,['6996194389878584395']
197,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.71.146:50010 is added to blk_-6836642008179678048 size 67108864,"['10.251.71.146:50010', '-6836642008179678048', '67108864']"
198,E10,PacketResponder <*> for block blk_<*> terminating,PacketResponder 1 for block blk_8060713381303305129 terminating,"['1', '8060713381303305129']"
199,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,Receiving block blk_5760391051658436046 src: /10.251.42.84:59752 dest: /10.251.42.84:50010,"['5760391051658436046', '10.251.42.84:59752', '10.251.42.84:50010']"
200,E7,BLOCK* NameSystem.allocateBlock: /<*>/part-<*>. blk_<*>,BLOCK* NameSystem.allocateBlock: /user/root/randtxt/_temporary/_task_200811092030_0003_m_000675_0/part-00675. blk_-7866582011201618766,"['user/root/randtxt/_temporary/_task_200811092030_0003_m_000675_0', '00675', '-7866582011201618766']"
201,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.214.18:50010 is added to blk_-7555801584297376435 size 67108864,"['10.251.214.18:50010', '-7555801584297376435', '67108864']"
202,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.26.177:50010 is added to blk_-5949883083428548093 size 67108864,"['10.251.26.177:50010', '-5949883083428548093', '67108864']"
203,E7,BLOCK* NameSystem.allocateBlock: /<*>/part-<*>. blk_<*>,BLOCK* NameSystem.allocateBlock: /user/root/randtxt/_temporary/_task_200811092030_0003_m_000705_0/part-00705. blk_-9162090767925303921,"['user/root/randtxt/_temporary/_task_200811092030_0003_m_000705_0', '00705', '-9162090767925303921']"
204,E10,PacketResponder <*> for block blk_<*> terminating,PacketResponder 1 for block blk_-4196449318426994195 terminating,"['1', '-4196449318426994195']"
205,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,Receiving block blk_4238127626194855481 src: /10.250.11.100:59324 dest: /10.250.11.100:50010,"['4238127626194855481', '10.250.11.100:59324', '10.250.11.100:50010']"
206,E11,Received block blk_<*> of size <*> from /<*>,Received block blk_-3805070405372551730 of size 67108864 from /10.251.109.236,"['-3805070405372551730', '67108864', '10.251.109.236']"
207,E11,Received block blk_<*> of size <*> from /<*>,Received block blk_-2013946318750925538 of size 67108864 from /10.251.126.22,"['-2013946318750925538', '67108864', '10.251.126.22']"
208,E10,PacketResponder <*> for block blk_<*> terminating,PacketResponder 1 for block blk_3278280638950561822 terminating,"['1', '3278280638950561822']"
209,E10,PacketResponder <*> for block blk_<*> terminating,PacketResponder 1 for block blk_-26568864070436835 terminating,"['1', '-26568864070436835']"
210,E10,PacketResponder <*> for block blk_<*> terminating,PacketResponder 0 for block blk_-9161369067334198861 terminating,"['0', '-9161369067334198861']"
211,E11,Received block blk_<*> of size <*> from /<*>,Received block blk_-1094025072435547068 of size 67108864 from /10.251.66.3,"['-1094025072435547068', '67108864', '10.251.66.3']"
